Warehouse,WeekEnding,PurchaseOrderPcs,Containers,ProductionPcs,TransferInPcs,TransferInCubes,TransferInTrucks,TransferOutPcs,TransferOutCubes,TranferOutTrucks,FinancialDivision
335,2026-04-25,281,1,0,0,0,0,635,2056,1,Import Bedding
335,2026-04-25,41718,166,0,0,0,0,8502,52077,16,Import Casegoods
335,2026-04-25,6601,99,0,0,0,0,107,3717,1,Imported Upholstery
335,2026-04-25,11915,193,0,0,0,0,0,0,0,Upholstery
42 ,2026-04-25,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-04-25,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-04-25,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-04-25,0,0,0,6982,51285,16,0,0,0,Domestic Bedding
5  ,2026-04-25,2406,14,0,3611,31964,10,0,0,0,Domestic Casegoods
5  ,2026-04-25,3797,11,0,15,93,0,322,1100,0,Import Bedding
5  ,2026-04-25,25645,101,0,2958,14029,4,1904,12918,4,Import Casegoods
5  ,2026-04-25,5484,70,0,17,189,0,186,1165,0,Imported Upholstery
5  ,2026-04-25,18,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-04-25,19079,341,0,997,51223,16,0,0,0,Upholstery
ECR,2026-04-25,0,0,0,6429,45718,14,62,377,0,Domestic Bedding
ECR,2026-04-25,664,3,0,9598,105901,33,0,0,0,Domestic Casegoods
ECR,2026-04-25,2075,5,0,54,220,0,59,202,0,Import Bedding
ECR,2026-04-25,28548,101,0,2239,11165,3,2298,4497,1,Import Casegoods
ECR,2026-04-25,2774,40,0,4,52,0,93,1152,0,Imported Upholstery
ECR,2026-04-25,0,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-04-25,8,0,30163,7241,278695,87,4429,203479,62,Upholstery
1  ,2026-05-02,0,0,0,7532,53632,17,0,0,0,Domestic Bedding
1  ,2026-05-02,0,0,43444,1100,10471,3,30482,311526,94,Domestic Casegoods
1  ,2026-05-02,2032,7,0,194,706,0,0,0,0,Import Bedding
1  ,2026-05-02,10329,45,83,5075,23560,7,1030,6848,2,Import Casegoods
1  ,2026-05-02,2996,38,0,54,565,0,6,119,0,Imported Upholstery
1  ,2026-05-02,757,8,19440,6659,319420,100,1882,93612,28,Upholstery
15 ,2026-05-02,0,0,0,9841,71898,22,0,0,0,Domestic Bedding
15 ,2026-05-02,1317,8,0,5642,58066,18,0,0,0,Domestic Casegoods
15 ,2026-05-02,979,3,0,97,377,0,19,119,0,Import Bedding
15 ,2026-05-02,11965,33,0,3948,20350,6,3394,22350,7,Import Casegoods
15 ,2026-05-02,608,9,0,37,478,0,0,0,0,Imported Upholstery
15 ,2026-05-02,0,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-05-02,374,4,14685,1979,78555,25,0,0,0,Upholstery
17 ,2026-05-02,0,0,0,8753,65692,21,0,0,0,Domestic Bedding
17 ,2026-05-02,3661,24,0,7960,76082,24,0,0,0,Domestic Casegoods
17 ,2026-05-02,5159,12,0,226,688,0,24,157,0,Import Bedding
17 ,2026-05-02,12099,40,0,7230,34656,11,151,1380,0,Import Casegoods
17 ,2026-05-02,1934,28,0,51,429,0,0,0,0,Imported Upholstery
17 ,2026-05-02,1282,23,12076,5320,219594,69,0,0,0,Upholstery
28 ,2026-05-02,0,0,0,4871,36158,11,0,0,0,Domestic Bedding
28 ,2026-05-02,437,2,0,4112,46488,15,0,0,0,Domestic Casegoods
28 ,2026-05-02,2152,6,0,97,276,0,0,0,0,Import Bedding
28 ,2026-05-02,8753,38,0,4739,23609,7,45,505,0,Import Casegoods
28 ,2026-05-02,1242,18,0,32,275,0,0,0,0,Imported Upholstery
28 ,2026-05-02,1191,20,4958,6410,278580,87,0,0,0,Upholstery
335,2026-05-02,6,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-05-02,1900,3,0,0,0,0,1229,4094,1,Import Bedding
335,2026-05-02,58827,239,0,32,73,0,11350,63609,19,Import Casegoods
335,2026-05-02,9708,152,0,0,0,0,93,2777,1,Imported Upholstery
335,2026-05-02,12549,205,0,0,0,0,0,0,0,Upholstery
42 ,2026-05-02,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-05-02,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-05-02,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-05-02,0,0,0,9084,67031,21,0,0,0,Domestic Bedding
5  ,2026-05-02,3002,19,0,5007,46869,15,0,0,0,Domestic Casegoods
5  ,2026-05-02,5422,9,0,188,787,0,300,1121,0,Import Bedding
5  ,2026-05-02,35280,144,0,4000,18929,6,2187,17936,5,Import Casegoods
5  ,2026-05-02,3413,46,0,8,69,0,221,5073,2,Imported Upholstery
5  ,2026-05-02,0,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-05-02,3544,62,0,1125,58009,18,0,0,0,Upholstery
ECR,2026-05-02,0,0,0,10533,75677,24,97,605,0,Domestic Bedding
ECR,2026-05-02,1009,5,0,11414,126659,40,0,0,0,Domestic Casegoods
ECR,2026-05-02,1547,6,0,80,319,0,48,150,0,Import Bedding
ECR,2026-05-02,16538,28,0,5333,24711,8,3522,7184,2,Import Casegoods
ECR,2026-05-02,3366,44,0,39,247,0,98,1232,0,Imported Upholstery
ECR,2026-05-02,0,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-05-02,153,3,32943,6450,232931,73,4644,213180,65,Upholstery
1  ,2026-05-09,0,0,0,6416,46486,15,0,0,0,Domestic Bedding
1  ,2026-05-09,0,0,50678,1200,13009,4,34237,380354,115,Domestic Casegoods
1  ,2026-05-09,2791,9,0,125,497,0,0,0,0,Import Bedding
1  ,2026-05-09,12459,38,91,5283,25739,8,823,6206,2,Import Casegoods
1  ,2026-05-09,2710,37,0,92,796,0,0,0,0,Imported Upholstery
1  ,2026-05-09,4,0,21771,6121,306760,96,1775,92925,28,Upholstery
15 ,2026-05-09,0,0,0,8250,60891,19,0,0,0,Domestic Bedding
15 ,2026-05-09,2006,13,0,5308,52710,16,0,0,0,Domestic Casegoods
15 ,2026-05-09,2273,7,0,217,799,0,24,130,0,Import Bedding
15 ,2026-05-09,12410,56,0,1254,8048,3,2357,15339,5,Import Casegoods
15 ,2026-05-09,1567,21,0,76,663,0,0,0,0,Imported Upholstery
15 ,2026-05-09,1,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-05-09,2561,43,11809,4990,188418,59,0,0,0,Upholstery
17 ,2026-05-09,0,0,0,6811,50141,16,0,0,0,Domestic Bedding
17 ,2026-05-09,1808,12,0,6448,55758,17,0,0,0,Domestic Casegoods
17 ,2026-05-09,1049,4,0,205,742,0,22,151,0,Import Bedding
17 ,2026-05-09,8117,34,0,4506,28663,9,72,1389,0,Import Casegoods
17 ,2026-05-09,1971,27,0,49,448,0,0,0,0,Imported Upholstery
17 ,2026-05-09,1128,18,11415,3620,120709,38,0,0,0,Upholstery
28 ,2026-05-09,0,0,0,2716,19929,6,0,0,0,Domestic Bedding
28 ,2026-05-09,550,3,0,4544,50655,16,0,0,0,Domestic Casegoods
28 ,2026-05-09,7625,9,0,153,509,0,0,0,0,Import Bedding
28 ,2026-05-09,13894,51,0,3467,23582,7,77,895,0,Import Casegoods
28 ,2026-05-09,2188,31,0,12,160,0,0,0,0,Imported Upholstery
28 ,2026-05-09,1448,25,3778,5088,222565,70,0,0,0,Upholstery
335,2026-05-09,11,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-05-09,1092,2,0,0,0,0,926,2923,1,Import Bedding
335,2026-05-09,37373,154,0,0,0,0,9967,58279,18,Import Casegoods
335,2026-05-09,7424,116,0,0,0,0,97,2737,1,Imported Upholstery
335,2026-05-09,10942,176,0,0,0,0,0,0,0,Upholstery
42 ,2026-05-09,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-05-09,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-05-09,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-05-09,0,0,0,8230,60863,19,0,0,0,Domestic Bedding
5  ,2026-05-09,2240,14,0,4075,37775,12,0,0,0,Domestic Casegoods
5  ,2026-05-09,5685,10,0,194,730,0,372,1164,0,Import Bedding
5  ,2026-05-09,28620,128,0,3033,12462,4,1788,14069,4,Import Casegoods
5  ,2026-05-09,3262,48,0,200,1593,0,83,482,0,Imported Upholstery
5  ,2026-05-09,5,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-05-09,13713,256,0,1527,67352,21,0,0,0,Upholstery
ECR,2026-05-09,0,0,0,8556,60722,19,102,654,0,Domestic Bedding
ECR,2026-05-09,1570,9,0,10107,114627,36,0,0,0,Domestic Casegoods
ECR,2026-05-09,725,3,0,47,210,0,37,128,0,Import Bedding
ECR,2026-05-09,20868,77,0,1890,10458,3,1697,3401,1,Import Casegoods
ECR,2026-05-09,5076,67,0,61,1471,0,95,1195,0,Imported Upholstery
ECR,2026-05-09,37,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-05-09,111,2,38504,7330,287391,90,5402,255373,77,Upholstery
1  ,2026-05-16,0,0,0,7050,51708,16,0,0,0,Domestic Bedding
1  ,2026-05-16,64,1,51547,0,0,0,28894,299818,91,Domestic Casegoods
1  ,2026-05-16,899,4,0,221,937,0,0,0,0,Import Bedding
1  ,2026-05-16,26596,98,91,2062,11513,4,690,5095,2,Import Casegoods
1  ,2026-05-16,3650,50,0,96,1648,1,0,0,0,Imported Upholstery
1  ,2026-05-16,413,4,19918,6263,302435,95,1649,83759,25,Upholstery
15 ,2026-05-16,0,0,0,8955,65856,21,0,0,0,Domestic Bedding
15 ,2026-05-16,2791,17,0,6244,64715,20,0,0,0,Domestic Casegoods
15 ,2026-05-16,5117,13,0,53,252,0,35,198,0,Import Bedding
15 ,2026-05-16,15930,62,0,1076,6407,2,3076,21607,7,Import Casegoods
15 ,2026-05-16,2394,36,0,134,2097,1,0,0,0,Imported Upholstery
15 ,2026-05-16,25,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-05-16,1269,12,14740,3517,146595,46,0,0,0,Upholstery
17 ,2026-05-16,0,0,0,6516,48104,15,0,0,0,Domestic Bedding
17 ,2026-05-16,3876,27,0,7034,73100,23,0,0,0,Domestic Casegoods
17 ,2026-05-16,3086,10,0,532,1894,1,35,236,0,Import Bedding
17 ,2026-05-16,19599,84,0,2759,16286,5,113,953,0,Import Casegoods
17 ,2026-05-16,2921,41,0,60,1498,0,0,0,0,Imported Upholstery
17 ,2026-05-16,3460,56,10776,5924,228654,71,0,0,0,Upholstery
28 ,2026-05-16,0,0,0,5663,42238,13,17,143,0,Domestic Bedding
28 ,2026-05-16,49,0,0,5366,63373,20,0,0,0,Domestic Casegoods
28 ,2026-05-16,3225,8,0,234,753,0,0,0,0,Import Bedding
28 ,2026-05-16,29136,129,0,2554,19512,6,267,1393,0,Import Casegoods
28 ,2026-05-16,2020,26,0,18,204,0,0,0,0,Imported Upholstery
28 ,2026-05-16,410,5,4037,5634,260584,81,0,0,0,Upholstery
335,2026-05-16,16,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-05-16,1390,3,0,0,0,0,1303,4315,1,Import Bedding
335,2026-05-16,51040,189,0,52,119,0,13132,73277,22,Import Casegoods
335,2026-05-16,5065,78,0,0,0,0,109,2910,1,Imported Upholstery
335,2026-05-16,11186,183,0,0,0,0,0,0,0,Upholstery
42 ,2026-05-16,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-05-16,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-05-16,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-05-16,0,0,0,8657,63854,20,0,0,0,Domestic Bedding
5  ,2026-05-16,2108,14,0,4146,45434,14,0,0,0,Domestic Casegoods
5  ,2026-05-16,1895,5,0,19,75,0,307,836,0,Import Bedding
5  ,2026-05-16,28375,128,0,3389,14425,5,2486,21364,6,Import Casegoods
5  ,2026-05-16,3994,59,0,243,1915,1,111,643,0,Imported Upholstery
5  ,2026-05-16,4,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-05-16,17075,330,0,1139,56828,18,0,0,0,Upholstery
ECR,2026-05-16,0,0,0,8101,58784,18,164,1073,0,Domestic Bedding
ECR,2026-05-16,81,0,0,11447,133732,42,0,0,0,Domestic Casegoods
ECR,2026-05-16,5585,14,0,219,922,0,32,100,0,Import Bedding
ECR,2026-05-16,27529,116,0,1944,11474,4,1488,2921,1,Import Casegoods
ECR,2026-05-16,6038,84,0,21,127,0,97,1225,0,Imported Upholstery
ECR,2026-05-16,11,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-05-16,801,16,38504,9944,399288,125,9801,454338,138,Upholstery
1  ,2026-05-23,0,0,0,8232,61151,19,0,0,0,Domestic Bedding
1  ,2026-05-23,0,0,51768,0,0,0,31482,333830,101,Domestic Casegoods
1  ,2026-05-23,1377,5,0,166,618,0,0,0,0,Import Bedding
1  ,2026-05-23,22994,85,50,2519,13294,4,842,5110,2,Import Casegoods
1  ,2026-05-23,2941,40,0,64,609,0,0,0,0,Imported Upholstery
1  ,2026-05-23,97,1,23652,5897,288749,90,2152,101417,31,Upholstery
15 ,2026-05-23,0,0,0,10365,77760,24,0,0,0,Domestic Bedding
15 ,2026-05-23,5214,31,0,5142,49648,16,0,0,0,Domestic Casegoods
15 ,2026-05-23,8963,12,0,50,131,0,24,137,0,Import Bedding
15 ,2026-05-23,37142,150,0,1472,10697,3,4586,31481,10,Import Casegoods
15 ,2026-05-23,2571,34,0,101,1423,0,1,22,0,Imported Upholstery
15 ,2026-05-23,12,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-05-23,1368,16,13569,2708,118158,37,0,0,0,Upholstery
17 ,2026-05-23,0,0,0,8001,59093,18,0,0,0,Domestic Bedding
17 ,2026-05-23,2754,18,0,5694,53282,17,0,0,0,Domestic Casegoods
17 ,2026-05-23,2619,7,0,84,243,0,27,165,0,Import Bedding
17 ,2026-05-23,24679,111,0,2794,18214,6,136,1383,0,Import Casegoods
17 ,2026-05-23,3963,60,0,43,356,0,0,0,0,Imported Upholstery
17 ,2026-05-23,896,13,11597,3471,145228,45,0,0,0,Upholstery
28 ,2026-05-23,0,0,0,2941,21687,7,0,0,0,Domestic Bedding
28 ,2026-05-23,15,0,0,4602,52648,16,0,0,0,Domestic Casegoods
28 ,2026-05-23,1537,5,0,140,443,0,0,0,0,Import Bedding
28 ,2026-05-23,11612,53,0,3687,24838,8,84,598,0,Import Casegoods
28 ,2026-05-23,1661,25,0,13,170,0,0,0,0,Imported Upholstery
28 ,2026-05-23,358,6,3960,9678,434966,136,0,0,0,Upholstery
335,2026-05-23,11,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-05-23,1150,2,0,0,0,0,1143,3584,1,Import Bedding
335,2026-05-23,36105,142,0,0,0,0,13030,69823,21,Import Casegoods
335,2026-05-23,6067,82,0,0,0,0,705,7772,2,Imported Upholstery
335,2026-05-23,11723,192,0,0,0,0,0,0,0,Upholstery
42 ,2026-05-23,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-05-23,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-05-23,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-05-23,0,0,0,9939,74633,23,0,0,0,Domestic Bedding
5  ,2026-05-23,1986,12,0,3587,33035,10,0,0,0,Domestic Casegoods
5  ,2026-05-23,4167,11,0,62,189,0,370,1355,0,Import Bedding
5  ,2026-05-23,31649,126,0,2169,11451,4,2901,19825,6,Import Casegoods
5  ,2026-05-23,4018,54,0,12,130,0,102,588,0,Imported Upholstery
5  ,2026-05-23,164,1,0,0,0,0,0,0,0,Marketplace
5  ,2026-05-23,17847,350,0,1718,83490,26,0,0,0,Upholstery
ECR,2026-05-23,0,0,0,9110,66651,21,107,684,0,Domestic Bedding
ECR,2026-05-23,12,0,0,9869,111205,35,0,0,0,Domestic Casegoods
ECR,2026-05-23,4276,8,0,393,1511,0,23,60,0,Import Bedding
ECR,2026-05-23,70664,303,0,2334,12038,4,3764,8893,3,Import Casegoods
ECR,2026-05-23,6500,92,0,19,114,0,95,1123,0,Imported Upholstery
ECR,2026-05-23,318,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-05-23,83,2,34302,7387,271796,85,6214,281416,85,Upholstery
1  ,2026-05-30,0,0,0,7435,55808,17,0,0,0,Domestic Bedding
1  ,2026-05-30,0,0,41355,0,0,0,28081,315153,96,Domestic Casegoods
1  ,2026-05-30,4313,8,0,235,877,0,0,0,0,Import Bedding
1  ,2026-05-30,37035,153,100,3089,19426,6,824,4863,1,Import Casegoods
1  ,2026-05-30,2879,34,0,72,541,0,0,0,0,Imported Upholstery
1  ,2026-05-30,3,0,24060,5114,250780,78,2023,105200,32,Upholstery
15 ,2026-05-30,0,0,0,9496,72051,23,0,0,0,Domestic Bedding
15 ,2026-05-30,1740,10,0,5423,54701,17,0,0,0,Domestic Casegoods
15 ,2026-05-30,5059,10,0,220,727,0,8,40,0,Import Bedding
15 ,2026-05-30,23136,93,0,1963,14080,4,4244,26602,8,Import Casegoods
15 ,2026-05-30,1827,27,0,64,617,0,6,134,0,Imported Upholstery
15 ,2026-05-30,14,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-05-30,2039,30,14740,3442,135352,42,0,0,0,Upholstery
17 ,2026-05-30,0,0,0,8657,65633,21,0,0,0,Domestic Bedding
17 ,2026-05-30,2436,16,0,7589,71295,22,0,0,0,Domestic Casegoods
17 ,2026-05-30,4643,11,0,389,1364,0,19,118,0,Import Bedding
17 ,2026-05-30,54278,249,0,5334,38212,12,368,4004,1,Import Casegoods
17 ,2026-05-30,3244,42,0,86,696,0,0,0,0,Imported Upholstery
17 ,2026-05-30,2359,31,17017,4733,180083,56,0,0,0,Upholstery
28 ,2026-05-30,0,0,0,2742,21218,7,0,0,0,Domestic Bedding
28 ,2026-05-30,35,0,0,5761,64811,20,0,0,0,Domestic Casegoods
28 ,2026-05-30,6613,16,0,254,779,0,6,20,0,Import Bedding
28 ,2026-05-30,15890,74,0,4832,25877,8,53,402,0,Import Casegoods
28 ,2026-05-30,2395,34,0,447,11088,3,0,0,0,Imported Upholstery
28 ,2026-05-30,618,10,4133,6655,288599,90,0,0,0,Upholstery
335,2026-05-30,8,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-05-30,1631,3,0,0,0,0,1401,4740,1,Import Bedding
335,2026-05-30,35397,145,0,0,0,0,12579,80611,24,Import Casegoods
335,2026-05-30,5927,86,0,0,0,0,567,8236,2,Imported Upholstery
335,2026-05-30,11613,188,0,0,0,0,0,0,0,Upholstery
42 ,2026-05-30,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-05-30,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-05-30,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-05-30,0,0,0,9724,73559,23,0,0,0,Domestic Bedding
5  ,2026-05-30,1063,6,0,3410,35422,11,0,0,0,Domestic Casegoods
5  ,2026-05-30,9850,22,0,153,566,0,354,1038,0,Import Bedding
5  ,2026-05-30,26862,108,0,3600,14343,4,2549,14325,4,Import Casegoods
5  ,2026-05-30,3205,47,0,12,112,0,92,538,0,Imported Upholstery
5  ,2026-05-30,22,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-05-30,14649,287,0,1144,57298,18,0,0,0,Upholstery
ECR,2026-05-30,0,0,0,7888,59593,19,72,470,0,Domestic Bedding
ECR,2026-05-30,56,0,0,9299,107601,34,0,0,0,Domestic Casegoods
ECR,2026-05-30,3510,11,0,83,237,0,25,109,0,Import Bedding
ECR,2026-05-30,30709,150,0,2801,13104,4,1792,3669,1,Import Casegoods
ECR,2026-05-30,5648,81,0,29,172,0,94,1171,0,Imported Upholstery
ECR,2026-05-30,29,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-05-30,56,1,25371,7688,286201,89,5336,242814,74,Upholstery
1  ,2026-06-06,0,0,0,6072,43432,14,0,0,0,Domestic Bedding
1  ,2026-06-06,5,0,51718,0,0,0,37925,445653,135,Domestic Casegoods
1  ,2026-06-06,1318,4,0,149,664,0,0,0,0,Import Bedding
1  ,2026-06-06,29744,127,100,2439,13642,4,815,4234,1,Import Casegoods
1  ,2026-06-06,4137,57,0,67,590,0,0,0,0,Imported Upholstery
1  ,2026-06-06,32,0,22346,6834,341303,107,1871,96258,29,Upholstery
15 ,2026-06-06,0,0,0,7934,58110,18,0,0,0,Domestic Bedding
15 ,2026-06-06,2292,14,0,5075,53258,17,0,0,0,Domestic Casegoods
15 ,2026-06-06,2953,7,0,80,355,0,5,17,0,Import Bedding
15 ,2026-06-06,34391,127,0,1996,12188,4,3478,22772,7,Import Casegoods
15 ,2026-06-06,2463,35,0,114,1006,0,6,134,0,Imported Upholstery
15 ,2026-06-06,258,1,0,0,0,0,0,0,0,Marketplace
15 ,2026-06-06,816,10,13410,3075,130600,41,0,0,0,Upholstery
17 ,2026-06-06,0,0,0,6031,43752,14,0,0,0,Domestic Bedding
17 ,2026-06-06,2431,15,0,4982,48592,15,0,0,0,Domestic Casegoods
17 ,2026-06-06,2909,7,0,520,1750,1,17,112,0,Import Bedding
17 ,2026-06-06,27981,128,0,4703,28180,9,324,2969,1,Import Casegoods
17 ,2026-06-06,3133,46,0,20,177,0,0,0,0,Imported Upholstery
17 ,2026-06-06,976,13,14568,3574,142111,44,0,0,0,Upholstery
28 ,2026-06-06,0,0,0,7885,59993,19,0,0,0,Domestic Bedding
28 ,2026-06-06,41,0,0,4362,54245,17,0,0,0,Domestic Casegoods
28 ,2026-06-06,8373,19,0,267,822,0,102,346,0,Import Bedding
28 ,2026-06-06,13945,65,0,2717,17334,5,18,217,0,Import Casegoods
28 ,2026-06-06,2477,37,0,69,2256,1,0,0,0,Imported Upholstery
28 ,2026-06-06,1055,18,4400,5521,246021,77,0,0,0,Upholstery
335,2026-06-06,11,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-06-06,1380,2,0,0,0,0,1569,4969,2,Import Bedding
335,2026-06-06,41426,168,0,0,0,0,10649,68097,21,Import Casegoods
335,2026-06-06,6432,97,0,0,0,0,302,5674,2,Imported Upholstery
335,2026-06-06,13172,214,0,0,0,0,0,0,0,Upholstery
42 ,2026-06-06,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-06-06,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-06-06,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-06-06,0,0,0,7322,53487,17,0,0,0,Domestic Bedding
5  ,2026-06-06,1815,11,0,3610,39214,12,0,0,0,Domestic Casegoods
5  ,2026-06-06,3203,9,0,18,45,0,390,1505,0,Import Bedding
5  ,2026-06-06,31809,132,0,2776,13910,4,4011,44447,13,Import Casegoods
5  ,2026-06-06,4033,58,0,13,135,0,88,503,0,Imported Upholstery
5  ,2026-06-06,13,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-06-06,13339,258,0,1130,58496,18,0,0,0,Upholstery
ECR,2026-06-06,0,0,0,7365,52445,16,61,399,0,Domestic Bedding
ECR,2026-06-06,316,2,0,10052,119843,37,0,0,0,Domestic Casegoods
ECR,2026-06-06,5454,7,0,166,612,0,30,122,0,Import Bedding
ECR,2026-06-06,39157,183,0,2928,14036,4,1860,4089,1,Import Casegoods
ECR,2026-06-06,5879,81,0,23,141,0,92,1158,0,Imported Upholstery
ECR,2026-06-06,31,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-06-06,85,2,30510,6409,246848,77,5890,273728,83,Upholstery
1  ,2026-06-13,0,0,0,6077,43192,13,0,0,0,Domestic Bedding
1  ,2026-06-13,5,0,50281,0,0,0,26773,284395,86,Domestic Casegoods
1  ,2026-06-13,3596,10,0,130,469,0,2,7,0,Import Bedding
1  ,2026-06-13,34290,144,95,2660,14460,5,738,3257,1,Import Casegoods
1  ,2026-06-13,3460,51,0,79,701,0,0,0,0,Imported Upholstery
1  ,2026-06-13,30,0,20979,6699,332206,104,1718,87559,27,Upholstery
15 ,2026-06-13,0,0,0,6961,50251,16,0,0,0,Domestic Bedding
15 ,2026-06-13,3509,22,0,6344,74005,23,0,0,0,Domestic Casegoods
15 ,2026-06-13,10538,20,0,301,1059,0,8,29,0,Import Bedding
15 ,2026-06-13,25122,101,0,1987,12164,4,3294,22182,7,Import Casegoods
15 ,2026-06-13,2547,39,0,531,13484,4,6,134,0,Imported Upholstery
15 ,2026-06-13,77,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-06-13,857,11,13882,3398,132671,41,0,0,0,Upholstery
17 ,2026-06-13,0,0,0,6493,47304,15,0,0,0,Domestic Bedding
17 ,2026-06-13,3401,20,0,7141,70705,22,0,0,0,Domestic Casegoods
17 ,2026-06-13,4359,12,0,362,1082,0,22,135,0,Import Bedding
17 ,2026-06-13,40263,188,0,4076,22506,7,229,2323,1,Import Casegoods
17 ,2026-06-13,4229,59,0,20,176,0,0,0,0,Imported Upholstery
17 ,2026-06-13,1298,19,14493,4185,157528,49,0,0,0,Upholstery
28 ,2026-06-13,0,0,0,3137,22683,7,0,0,0,Domestic Bedding
28 ,2026-06-13,29,0,0,6722,84836,27,0,0,0,Domestic Casegoods
28 ,2026-06-13,4039,11,0,303,1025,0,0,0,0,Import Bedding
28 ,2026-06-13,18777,82,0,3568,26768,8,28,237,0,Import Casegoods
28 ,2026-06-13,2382,35,0,42,1110,0,0,0,0,Imported Upholstery
28 ,2026-06-13,493,8,5823,6543,291822,91,0,0,0,Upholstery
335,2026-06-13,12,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-06-13,1300,2,0,0,0,0,1062,3246,1,Import Bedding
335,2026-06-13,36014,153,0,0,0,0,10550,64292,19,Import Casegoods
335,2026-06-13,7467,118,0,0,0,0,246,4640,1,Imported Upholstery
335,2026-06-13,12062,195,0,0,0,0,0,0,0,Upholstery
42 ,2026-06-13,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-06-13,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-06-13,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-06-13,0,0,0,6870,49837,16,0,0,0,Domestic Bedding
5  ,2026-06-13,2397,15,0,4231,46715,15,0,0,0,Domestic Casegoods
5  ,2026-06-13,6049,16,0,176,542,0,350,1123,0,Import Bedding
5  ,2026-06-13,27534,105,0,3121,14800,5,3194,22962,7,Import Casegoods
5  ,2026-06-13,2392,35,0,15,209,0,87,509,0,Imported Upholstery
5  ,2026-06-13,12,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-06-13,10349,192,0,1107,57555,18,0,0,0,Upholstery
ECR,2026-06-13,0,0,0,8828,63550,20,74,493,0,Domestic Bedding
ECR,2026-06-13,36,0,0,13487,169392,53,0,0,0,Domestic Casegoods
ECR,2026-06-13,2985,6,0,170,601,0,38,158,0,Import Bedding
ECR,2026-06-13,33035,143,0,3496,25187,8,1528,3075,1,Import Casegoods
ECR,2026-06-13,6611,96,0,24,143,0,91,1134,0,Imported Upholstery
ECR,2026-06-13,95,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-06-13,87,2,34389,7194,268408,84,4825,220286,67,Upholstery
1  ,2026-06-20,0,0,0,7321,53358,17,0,0,0,Domestic Bedding
1  ,2026-06-20,5,0,47587,0,0,0,29251,325518,99,Domestic Casegoods
1  ,2026-06-20,3870,9,0,154,610,0,2,7,0,Import Bedding
1  ,2026-06-20,36668,133,96,2287,12760,4,868,7299,2,Import Casegoods
1  ,2026-06-20,4298,59,0,63,586,0,100,2225,1,Imported Upholstery
1  ,2026-06-20,41,0,18853,5676,276683,86,1722,87476,27,Upholstery
